nome_simplificado;nome_clube;estado;uf;cidade;latitude;longitude;inception;codigo_ibge
UNAÍ;Unaí Esporte Clube;Minas Gerais;MG;Unaí;-16.3578;-46.9061;1966-06-05T00:00:00Z;3170404
FORMOSA;Formosa Esporte Clube;Goiás;GO;Formosa;-15.5333;-47.3333;1978-09-21T00:00:00Z;5208004
GÁLATAS;Gálatas Futebol Clube;Espirito Santo;ES;Itaguaçu;-19.8033;-40.8550;2021-01-01T00:00:00Z;3202700
GEL;Grêmio Esportivo Laranjeiras;Espirito Santo;ES;Serra;-20.1286;-40.3078;1981-12-11T00:00:00Z;3205000
ASTER BRASIL;Aster Brasil Futebol Clube;Espirito Santo;ES;Vitória;-20.3155;-40.3128;2018-09-01T00:00:00Z;3205309
DESPORTIVA FERROVIÁRIA;Associação Desportiva Ferroviária Vale do Rio Doce;Espirito Santo;ES;Cariacica;-20.3375;-40.3847;1963-06-17T00:00:00Z;3201308
BOM JESUS;Bom Jesus Esporte Clube;Goiás;GO;Bom Jesus de Goiás;-18.2153;-49.9419;1983-05-13T00:00:00Z;5203500
ASEEV;Associação Esportiva Evangélica;Goiás;GO;Guapó;-16.8317;-49.5317;2005-09-20T00:00:00Z;5209101
BELA VISTA;Bela Vista Futebol Clube;Goiás;GO;Bela Vista de Goiás;-16.9733;-48.9525;1989-11-20T00:00:00Z;5203302
TUPY;Associação Tupy de Esportes;Goiás;GO;Jussara;-15.8653;-50.8678;1963-04-20T00:00:00Z;5212204
ROYAL;Royal Futebol Clube;Goiás;GO;Luziânia;-16.2524;-47.9504;1958-05-01T00:00:00Z;5212501
CRAC;Clube Recreativo e Atlético Catalano;Goiás;GO;Catalão;-18.1658;-47.9461;1931-07-13T00:00:00Z;5205108
LAGO VERDE;Lago Verde Esporte Clube;Maranhao;MA;Lago Verde;-3.9572;-44.8317;2017-01-01T00:00:00Z;2105908
LUMINENSE;Sociedade Esportiva Luminense;Maranhao;MA;Paço do Lumiar;-2.5283;-44.1133;2000-01-01T00:00:00Z;2107508
ITZ SPORT;ITZ Sport;Maranhao;MA;Imperatriz;-5.5264;-47.4819;2017-06-10T00:00:00Z;2105304
VIANA;Esporte Clube Viana;Maranhao;MA;Viana;-3.2208;-45.0022;1995-07-28T00:00:00Z;2112805
IAPE;IAPE Futebol Clube;Maranhao;MA;São Luís;-2.5307;-44.3068;2008-04-10T00:00:00Z;2111300
ARAIOSES;Araioses Futebol Clube;Maranhao;MA;Araioses;-2.8942;-41.9058;2012-01-14T00:00:00Z;2100909
MOTO CLUB;Moto Club de São Luís;Maranhao;MA;São Luís;-2.5307;-44.3068;1937-09-13T00:00:00Z;2111300
JUVENTUDE;Sociedade Esportiva Juventude;Maranhao;MA;São Mateus do Maranhão;-4.0417;-44.4717;1979-07-14T00:00:00Z;2111102
POCONÉ;Chapada Futebol Clube;Mato Grosso;MT;Chapada dos Guimarães;-15.4608;-55.7497;1943-03-01T00:00:00Z;5103007
AÇÃO;Sociedade Ação Futebol;Mato Grosso;MT;Santo Antônio de Leverger;-15.8656;-56.0767;2007-02-15T00:00:00Z;5107802
CAMPO NOVO;Campo Novo do Parecis Futebol Clube;Mato Grosso;MT;Campo Novo do Parecis;-13.6744;-57.8869;2023-01-01T00:00:00Z;5102637
JUARA;Juara Atlético Clube;Mato Grosso;MT;Juara;-11.4194;-57.5186;2005-02-14T00:00:00Z;5105150
OPERÁRIO;Operário Futebol Clube;Mato Grosso do Sul;MS;Campo Grande;-20.4697;-54.6201;1938-08-21T00:00:00Z;5002704
PRIMAVERA;Primavera Atlético Clube;Mato Grosso;MT;Primavera do Leste;-15.5591;-54.2982;2012-05-13T00:00:00Z;5107042
PAULISTANO;Paulistano Futebol Clube;Mato Grosso;MT;Nortelândia;-14.4539;-56.8028;1980-01-25T00:00:00Z;5106208
NOVA MUTUM;Nova Mutum Esporte Clube;Mato Grosso;MT;Nova Mutum;-13.8344;-56.0728;1988-08-14T00:00:00Z;5106224
CEOV OPERÁRIO;Clube Esportivo Operário Várzea-Grandense;Mato Grosso;MT;Várzea Grande;-15.65;-56.1325;1949-05-01T00:00:00Z;5108402
BATAGUASSU;Associação Atlética Bataguassu;Mato Grosso do Sul;MS;Bataguassu;-21.7144;-52.4228;2006-01-26T00:00:00Z;5001904
CR AQUIDAUANA;Clube de Regatas Aquidauana;Mato Grosso do Sul;MS;Aquidauana;-20.4714;-55.7872;1999-02-11T00:00:00Z;5001102
TAVEIRÓPOLIS;Taveirópolis Futebol Clube;Mato Grosso do Sul;MS;Campo Grande;-20.4697;-54.6201;1974-06-30T00:00:00Z;5002704
OPERÁRIO;Operário Atlético Clube;Mato Grosso do Sul;MS;Dourados;-22.2239;-54.8064;1952-01-01T00:00:00Z;5003702
NÁUTICO;Náutico Futebol Clube;Mato Grosso do Sul;MS;Campo Grande;-20.4697;-54.6201;2014-08-10T00:00:00Z;5002704
PORTUGUESA;Associação Atlética Portuguesa;Mato Grosso do Sul;MS;Campo Grande;-20.4697;-54.6201;2010-09-02T00:00:00Z;5002704
CEART;Centro Educacional Antonio Raposo Tavares;Mato Grosso do Sul;MS;Dourados;-22.2239;-54.8064;2002-12-05T00:00:00Z;5003702
NOVOPERÁRIO;Novo Futebol Clube;Mato Grosso do Sul;MS;Sidrolândia;-20.9317;-54.9614;2010-10-11T00:00:00Z;5007901
MORENINHAS;Associação Atlética Moreninhas;Mato Grosso do Sul;MS;Campo Grande;-20.4697;-54.6201;1989-10-12T00:00:00Z;5002704
PONTAPORANENSE;Sociedade Esportiva Pontaporanense;Mato Grosso do Sul;MS;Ponta Porã;-22.5361;-55.7256;1950-10-12T00:00:00Z;5006606
SERC;Sociedade Esportiva Recreativa Chapadão;Mato Grosso do Sul;MS;Chapadão do Sul;-18.7836;-52.6178;1981-08-28T00:00:00Z;5002951
ESSUBE;Esporte Social Uberlândia;Minas Gerais;MG;Uberlândia;-18.9113;-48.2622;2014-09-02T00:00:00Z;3170206
UNIÃO LUZIENSE;União Luziense Esporte Clube;Minas Gerais;MG;Santa Luzia;-19.7697;-43.8514;1973-11-27T00:00:00Z;3157807
NOVO ESPORTE;Novo Esporte Clube Itabirinha;Minas Gerais;MG;Itabirinha;-18.5131;-41.3417;2012-12-11T00:00:00Z;3131701
AE PARACATU;Associação Esportiva Paracatu;Minas Gerais;MG;Paracatu;-17.2222;-46.8744;2021-04-12T00:00:00Z;3147006
CONTAGEM;Contagem Esporte Clube;Minas Gerais;MG;Contagem;-19.9391;-44.0531;2006-12-01T00:00:00Z;3118601
NORTH ESPORTE CLUBE;North Esporte Clube;Minas Gerais;MG;Montes Claros;-16.7244;-43.8617;2022-06-27T00:00:00Z;3143302
INTER de SÃO GOTARDO;Inter de São Gotardo;Minas Gerais;MG;São Gotardo;-19.3117;-46.0492;2001-10-04T00:00:00Z;3162104
FIGUEIRENSE;Figueirense Esporte Clube;Minas Gerais;MG;São João del-Rei;-21.1353;-44.2614;1975-10-19T00:00:00Z;3162500
VARGINHA;Varginha Esporte Clube;Minas Gerais;MG;Varginha;-21.5597;-45.4389;1985-02-12T00:00:00Z;3170701
MANCHESTER FUTEBOL;Manchester Futebol;Minas Gerais;MG;Juiz de Fora;-21.7642;-43.3503;2021-07-01T00:00:00Z;3136702
URT;União Recreativa dos Trabalhadores;Minas Gerais;MG;Patos de Minas;-18.5853;-46.5181;1939-07-09T00:00:00Z;3148004
TESLA;Tesla Futebol Clube;Para;PA;Belém;-1.4558;-48.4902;2022-05-03T00:00:00Z;1501402
URUMAJÓ;Urumajó Futebol Clube;Para;PA;Augusto Corrêa;-1.0217;-46.6347;2017-04-14T00:00:00Z;1500909
CANAÃ;Canaã Futebol Clube;Para;PA;Canaã dos Carajás;-6.4950;-49.8731;2018-09-01T00:00:00Z;1502152
ESMAC;Associação Atlética Escola Superior Madre Celeste;Para;PA;Ananindeua;-1.3653;-48.3725;1991-01-01T00:00:00Z;1500800
MARAJÓ;Clube Atlético Marajó;Para;PA;Breves;-1.6821;-50.4802;2024-02-23T00:00:00Z;1501808
CAPITÃO POÇO;Capitão Poço Esporte Clube;Para;PA;Capitão Poço;-1.7456;-47.0575;2021-02-14T00:00:00Z;1502202
SPORTING MARACANÃ;Sporting Maracanã (Urumajó FC);Para;PA;Augusto Corrêa;-1.0217;-46.6347;2017-04-14T00:00:00Z;1500909
GRÊMIO CARAJÁS;Grêmio Carajás Esporte Clube;Para;PA;Belém;-1.4558;-48.4902;2004-10-14T00:00:00Z;1501402
SABUGY;Sabugy Futebol Clube;Paraiba;PB;Santa Luzia;-9.8475;-36.9189;1915-04-20T00:00:00Z;2513903
SPARTAX;Spartax João Pessoa Futebol Clube;Paraiba;PB;João Pessoa;-7.1150;-34.8631;2011-06-25T00:00:00Z;2507507
QUEIMADENSE;Sociedade Esportiva Queimadense;Paraiba;PB;Queimadas;-7.3583;-35.8953;2003-11-15T00:00:00Z;2512509
CRUZEIRO;Cruzeiro Esporte Clube;Paraiba;PB;Itaporanga;-7.3039;-38.1506;1969-10-28T00:00:00Z;2507002
SPORT LAGOA SECA;Sport Club Lucena;Paraiba;PB;Lucena;-6.8928;-34.8647;2010-06-26T00:00:00Z;2508604
POMBAL;Pombal Esporte Clube;Paraiba;PB;Pombal;-6.7725;-37.8011;2022-06-03T00:00:00Z;2512103
FEMAR;Femar Futebol Clube;Paraiba;PB;Alagoinha;-6.9533;-35.5414;2008-01-20T00:00:00Z;2500601
INTERNACIONAL;Internacional Esporte Clube;Paraiba;PB;Caaporã;-7.4289;-34.8967;1938-12-14T00:00:00Z;2504001
CSP;Centro Sportivo Paraibano;Paraiba;PB;João Pessoa;-7.1150;-34.8631;1996-04-08T00:00:00Z;2507507
CITY LONDON;City London Futebol Clube;Parana;PR;Londrina;-23.3103;-51.1628;1937-05-29T00:00:00Z;4113700
ARAUCÁRIA;Araucária Esporte Clube;Parana;PR;Araucária;-25.5917;-49.4103;2018-08-06T00:00:00Z;4101804
TOLEDO;Toledo Esporte Clube;Parana;PR;Toledo;-24.7122;-53.7431;2004-02-10T00:00:00Z;4127700
LARANJA MECÂNICA;Esporte Clube Laranja Mecânica;Parana;PR;Arapongas;-23.4144;-51.4233;2007-07-26T00:00:00Z;4101507
PSTC;PSTC (Paraná Soccer Technical Center);Parana;PR;Cornélio Procópio;-23.1811;-50.6467;1994-08-15T00:00:00Z;4106407
ANDRAUS;Clube Andraus Brasil;Parana;PR;Campo Largo;-25.4578;-49.5297;2003-05-14T00:00:00Z;4104204
ÍBIS;Íbis Sport Club;Pernambuco;PE;Paulista;-7.9408;-34.8722;1938-11-15T00:00:00Z;2610707
JAGUAR;Associação Desportiva Jaboatão dos Guararapes;Pernambuco;PE;Jaboatão dos Guararapes;-8.1139;-35.0153;2012-02-13T00:00:00Z;2607901
MAGUARY;Associação Atlética Maguary;Pernambuco;PE;Bonito;-8.4719;-35.7272;1971-05-01T00:00:00Z;2602308
BARREIROS;Barreiros Futebol Clube;Pernambuco;PE;Barreiros;-8.8153;-35.1878;2005-12-15T00:00:00Z;2601409
OEIRENSE;Associação Atlética Oeirense;Piaui;PI;Oeiras;-7.0253;-42.1311;2018-11-05T00:00:00Z;2207008
TIRADENTES;Sociedade Esportiva Tiradentes;Piaui;PI;Teresina;-5.0919;-42.8033;1959-06-30T00:00:00Z;2211001
FERROVIÁRIO;Ferroviário Atlético Clube;Piaui;PI;Parnaíba;-2.9031;-41.7761;1975-11-17T00:00:00Z;2207701
TIMON;Esporte Clube Timon;Maranhao;MA;Timon;-5.0944;-42.8364;2015-08-01T00:00:00Z;2112201
BÚZIOS;Sociedade Esportiva de Búzios;Rio de Janeiro;RJ;Armação dos Búzios;-22.7481;-41.8817;1971-05-15T00:00:00Z;3300233
UNI SOUZA;Uni Souza Futebol Clube;Rio de Janeiro;RJ;Rio de Janeiro;-22.8669;-43.3458;1987-12-30T00:00:00Z;3304557
INDEPENDENTE;Associação Esportiva Independente;Rio de Janeiro;RJ;Macaé;-22.3708;-41.7869;1992-12-29T00:00:00Z;3302403
MAGEENSE;Mageense Futebol Clube;Rio de Janeiro;RJ;Magé;-22.6517;-43.0425;1917-09-07T00:00:00Z;3302502
QUEIMADOS;Queimados Futebol Clube;Rio de Janeiro;RJ;Queimados;-22.7153;-43.5558;1922-03-26T00:00:00Z;3304144
PÉROLAS NEGRAS;Academia Pérolas Negras;Rio de Janeiro;RJ;Piraí;-22.6289;-43.8972;2016-01-01T00:00:00Z;3304003
GONÇALENSE;Petrópolis Futebol Clube;Rio de Janeiro;RJ;Petrópolis;-22.5047;-43.1814;2006-06-13T00:00:00Z;3303906
QFC;Quinho Futebol Clube;Rio Grande do Norte;RN;Parnamirim;-5.9158;-35.2628;2023-11-18T00:00:00Z;2403251
LAGUNA;Clube Laguna SAF;Rio Grande do Norte;RN;Tibau do Sul;-6.2344;-35.0911;2022-01-20T00:00:00Z;2414309
PARNAMIRIM;Potiguar Esporte Clube;Rio Grande do Norte;RN;Parnamirim;-5.9158;-35.2628;1945-03-10T00:00:00Z;2403251
UNIVAP APODI;Apodi Esporte Club;Rio Grande do Norte;RN;Apodi;-5.6606;-37.7972;2003-03-23T00:00:00Z;2401009
POTENGI;Clube Atlético Potengi;Rio Grande do Norte;RN;Natal;-5.7945;-35.2119;2014-02-11T00:00:00Z;2408102
ABC;ABC Futebol Clube;Rio Grande do Norte;RN;Natal;-5.7945;-35.2119;1915-06-29T00:00:00Z;2408102
FORÇA E LUZ;Centro Esportivo Força e Luz;Rio Grande do Norte;RN;Natal;-5.7945;-35.2119;1966-07-20T00:00:00Z;2408102
ASSU;Associação Sportiva Sociedade Unida;Rio Grande do Norte;RN;Assu;-5.5772;-36.9114;2002-01-10T00:00:00Z;2400209
CLUBE 1992;Futebol Clube 1992 União;Rio Grande do Sul;RS;Carazinho;-28.2839;-52.7844;1992-01-01T00:00:00Z;4304705
APAFUT;Associação de Pais e Amigos do Futebol;Rio Grande do Sul;RS;Caxias do Sul;-29.1678;-51.1794;2011-08-15T00:00:00Z;4305108
NOVO HORIZONTE;Esporte Clube Novo Horizonte;Rio Grande do Sul;RS;Esteio;-29.8519;-51.1825;1968-01-01T00:00:00Z;4307708
CRUZEIRO;Esporte Clube Cruzeiro;Rio Grande do Sul;RS;Cachoeirinha;-29.9500;-51.0833;1913-07-14T00:00:00Z;4303103
GARIBALDI;Associação Garibaldi de Esportes;Rio Grande do Sul;RS;Garibaldi;-29.2564;-51.5239;1998-08-14T00:00:00Z;4308607
MONSOON;Monsoon Futebol Clube;Rio Grande do Sul;RS;Capão da Canoa;-29.7500;-50.0167;2021-11-23T00:00:00Z;4304630
PRS;Players RS Futebol Clube;Rio Grande do Sul;RS;Porto Alegre;-30.0331;-51.2300;2015-08-01T00:00:00Z;4314902
UNIÃO HARMONIA;União Harmonia Futebol Clube;Rio Grande do Sul;RS;Canoas;-29.9189;-51.1767;1954-05-23T00:00:00Z;4304606
12 HORAS;Sport Clube 12 Horas;Rio Grande do Sul;RS;Porto Alegre;-30.0331;-51.2300;2005-01-01T00:00:00Z;4314902
PELOTAS;Esporte Clube Pelotas;Rio Grande do Sul;RS;Pelotas;-31.7653;-52.3375;1908-10-11T00:00:00Z;4314407
INTER SM;Esporte Clube Internacional;Rio Grande do Sul;RS;Santa Maria;-29.6842;-53.8069;1928-05-16T00:00:00Z;4316907
LAJEADENSE;Clube Esportivo Lajeadense;Rio Grande do Sul;RS;Lajeado;-29.4675;-51.9614;1911-04-14T00:00:00Z;4311403
BARCELONA;Barcelona Futebol Clube;Rondonia;RO;Porto Velho;-8.7619;-63.9039;2016-10-07T00:00:00Z;1100205
GENUS;Sport Club Genus de Porto Velho;Rondonia;RO;Porto Velho;-8.7619;-63.9039;1991-11-15T00:00:00Z;1100205
GAS;Grêmio Atlético Sampaio;Roraima;RR;Boa Vista;2.8233;-60.6750;1965-06-11T00:00:00Z;1400100
PEDRA BRANCA;Pedra Branca Esporte Clube;Santa Catarina;SC;Palhoça;-27.6419;-48.6667;2004-03-01T00:00:00Z;4211900
CANOINHAS;Canoinhas Atlético Clube;Santa Catarina;SC;Canoinhas;-26.1772;-50.3900;2011-09-02T00:00:00Z;4203808
CARAVAGGIO;Caravaggio Futebol Clube;Santa Catarina;SC;Nova Veneza;-28.6364;-49.4978;1970-05-10T00:00:00Z;4211603
BARRA;Barra Futebol Clube;Santa Catarina;SC;Balneário Camboriú;-26.9922;-48.6353;2013-01-18T00:00:00Z;4202008
MAUÁ;Mauá Futebol Clube;Sao Paulo;SP;Mauá;-23.6678;-46.4614;2017-10-23T00:00:00Z;3529401
TUPÃ;Tupã Futebol Clube;Sao Paulo;SP;Tupã;-21.9347;-50.5136;1942-02-08T00:00:00Z;3555000
ECUS;Esporte Clube União Suzano;Sao Paulo;SP;Suzano;-23.5333;-46.3106;1993-10-25T00:00:00Z;3552502
BARCELONA ESPORTIVO;Barcelona Esportivo Capela;Sao Paulo;SP;São Paulo;-23.5505;-46.6333;2004-01-20T00:00:00Z;3550308
COLORADO CAIEIRAS;Colorado Caieiras Futebol Clube;Sao Paulo;SP;Caieiras;-23.3639;-46.7411;2019-10-04T00:00:00Z;3509007
JOSEENSE;Jacareí Futebol Clube;Sao Paulo;SP;Jacareí;-23.3053;-45.9658;1998-10-01T00:00:00Z;3524402
VOCEM;Vila Operária Clube Esporte Mariano;Sao Paulo;SP;Assis;-22.6622;-50.4181;1954-07-21T00:00:00Z;3504008
AMPARO;Amparo Athlético Club;Sao Paulo;SP;Amparo;-22.7033;-46.7644;1919-04-28T00:00:00Z;3501905
OSVALDO CRUZ;Osvaldo Cruz Futebol Clube;Sao Paulo;SP;Osvaldo Cruz;-21.7961;-50.8839;2004-02-17T00:00:00Z;3534401
ITARARÉ;Associação Atlética Itararé;Sao Paulo;SP;Itararé;-24.1114;-49.3331;1950-10-20T00:00:00Z;3523206
VELO CLUBE;Associação Esportiva Velo Clube Rio-clarense;Sao Paulo;SP;Rio Claro;-22.4114;-47.5614;1910-01-10T00:00:00Z;3543907
CORITIBA;Coritiba Foot Ball Club;Sergipe;SE;Itabaiana;-10.6853;-37.4253;1972-09-14T00:00:00Z;2802908
FORÇA JOVEM AQUIDABÃ;Associação Esportiva Força Jovem Aquidabã;Sergipe;SE;Aquidabã;-10.2817;-37.0194;2006-05-25T00:00:00Z;2800100
ATLÉTICO CENTRAL;Clube Atlético Central;Sergipe;SE;Barra dos Coqueiros;-10.9100;-37.0317;2016-04-03T00:00:00Z;2800605
INDEPENDENTE;Associação Desportiva Independente Futebol Clube;Sergipe;SE;Simão Dias;-10.7417;-37.8108;2007-05-25T00:00:00Z;2807105
CANINDÉ;Clube Desportivo de Canindé do São Francisco;Sergipe;SE;Canindé de São Francisco;-9.6436;-37.7886;2000-02-22T00:00:00Z;2801207
BOCA JÚNIOR;Sociedade Boca Júnior Futebol Clube;Sergipe;SE;Cristinápolis;-11.4744;-37.7553;1993-10-25T00:00:00Z;2801900
BARRA;Associação Desportiva Barra dos Coqueiros;Sergipe;SE;Barra dos Coqueiros;-10.9100;-37.0317;2014-03-21T00:00:00Z;2800605
ITABAIANA;Associação Olímpica de Itabaiana;Sergipe;SE;Itabaiana;-10.6853;-37.4253;1938-07-10T00:00:00Z;2802908
UNIÃO DE PALMAS;Associação Recreativa União Esporte Clube;Tocantins;TO;Palmas;-10.1844;-48.3336;1993-01-12T00:00:00Z;1721000
TAQUARUSSÚ;Associação Taquarussu Esporte Clube;Tocantins;TO;Palmas;-10.1844;-48.3336;1991-02-08T00:00:00Z;1721000
PARAÍSO;Paraíso Esporte Clube;Tocantins;TO;Paraíso do Tocantins;-10.1753;-48.8839;2006-01-01T00:00:00Z;1716109
PALMAS;Palmas Futebol e Regatas;Tocantins;TO;Palmas;-10.1844;-48.3336;1997-01-31T00:00:00Z;1721000
CENTRAL PARAÍSO;Central Atlético Paraíso;Tocantins;TO;Paraíso do Tocantins;-10.1753;-48.8839;1990-12-18T00:00:00Z;1716109
SÃO JOSÉ;Associação Desportiva e Recreativa São José;Tocantins;TO;Palmas;-10.1844;-48.3336;1997-02-14T00:00:00Z;1721000
BATALHÃO;Batalhão Futebol Clube;Tocantins;TO;Palmas;-10.1844;-48.3336;2009-07-31T00:00:00Z;1721000
SPARTA;Sociedade Desportiva Sparta;Tocantins;TO;Araguaína;-7.1925;-48.2078;2006-01-01T00:00:00Z;1702109
BELA VISTA;Bela Vista Futebol Cachoeirense;Tocantins;TO;Cachoeirinha;-6.1219;-47.9211;1992-02-07T00:00:00Z;1703842
ATLÉTICO CERRADO;Clube Atlético Cerrado;Tocantins;TO;Paraíso do Tocantins;-10.1753;-48.8839;2006-09-30T00:00:00Z;1716109
UNIÃO ATLÉTICO;União Atlético Clube;Tocantins;TO;Araguaína;-7.1925;-48.2078;1992-05-27T00:00:00Z;1702109
CAPITAL;Capital Futebol Clube;Tocantins;TO;Palmas;-10.1844;-48.3336;2012-05-21T00:00:00Z;1721000
NOVA CONQUISTA;NC/Paraíso Futebol Clube;Tocantins;TO;Paraíso do Tocantins;-10.1753;-48.8839;2005-02-06T00:00:00Z;1716109
GRÊMIO NOVORIZONTINO;Grêmio Novorizontino;Sao Paulo;SP;Novo Horizonte;-21.4681;-49.2211;2010-03-11T00:00:00Z;3533502
ATLHETIC;Athletic Club;Minas Gerais;MG;São João del-Rei;-21.1353;-44.2614;1909-06-27T00:00:00Z;3162500
SÃOJOSEENSE;Independente Futebol São Joseense;Parana;PR;São José dos Pinhais;-25.5347;-49.2064;2015-05-20T00:00:00Z;4125506
UIRAPURU;Associação Atlética Uirapuru;Mato Grosso;MT;Cuiabá;-15.601;-56.0974;1934-05-20T00:00:00Z;5103403
CHAPADA;Chapada Futebol Clube;Mato Grosso;MT;Chapada dos Guimarães;-15.4608;-55.7497;1943-03-01T00:00:00Z;5103007
CANÁRIO;Canário Esporte Clube;Amapá;AP;Macapá;-0.0389;-51.0664;2005-01-01T00:00:00Z;1600303
JACOBINA;Jacobina Esporte Clube;Bahia;BA;Jacobina;-11.1811;-40.5181;1993-12-01T00:00:00Z;2917508
CRIXÁS;Crixás Esporte Clube;Goiás;GO;Crixás;-14.5489;-49.9692;1988-06-20T00:00:00Z;5206206
BOSTON CITY BRASIL;Boston City Futebol Clube Brasil;Minas Gerais;MG;Manhuaçu;-20.2575;-42.0336;2017-12-01T00:00:00Z;3139409
INDEPENDENTE TUCURUÍ;Independente Atlético Clube;Pará;PA;Tucuruí;-3.7664;-49.6725;1972-11-28T00:00:00Z;1508106
CAETÉ;Sociedade Esportiva Caeté;Pará;PA;Bragança;-1.0536;-46.7656;2019-12-05T00:00:00Z;1501705
APUCARANA SPORTS;Apucarana Sports Clube;Paraná;PR;Apucarana;-23.5511;-51.4614;2014-01-01T00:00:00Z;4101408
TORRES BRASIL;Club Atlético Torres Brasil;Pernambuco;PE;Recife;-8.0578;-34.8778;2019-01-01T00:00:00Z;2611606
SANTA FÉ;Santa Fé Futebol Clube;Pernambuco;PE;Igarassu;-7.8342;-34.9061;2021-01-01T00:00:00Z;2606804
PARATY;Sociedade Esportiva Paraty;Rio de Janeiro;RJ;Paraty;-23.2178;-44.7131;2010-01-01T00:00:00Z;3303807
RIOSTRENSE;Riostrense Esporte Clube;Rio de Janeiro;RJ;Rio das Ostras;-22.5269;-41.9425;2006-05-01T00:00:00Z;3304524
GRAMADENSE;Centro Esportivo Gramadense;Rio Grande do Sul;RS;Gramado;-29.3791;-50.8764;1929-12-10T00:00:00Z;4309100
MARAU;Futebol Clube Marau;Rio Grande do Sul;RS;Marau;-28.4492;-52.2000;2013-01-01T00:00:00Z;4311809
CA VOTUPORANGUENSE;Clube Atlético Votuporanguense;São Paulo;SP;Votuporanga;-20.4222;-49.9725;2009-12-23T00:00:00Z;3557105
ARAGUACEMA;Araguacema Futebol Clube;Tocantins;TO;Araguacema;-9.1131;-49.5636;1990-01-01T00:00:00Z;1701903
GRECAL;Grêmio Recreativo Esportivo Campo Largo;Paraná;PR;Curitiba;-25.4195;-49.2646;1924-01-01T00:00:00Z;4106902
HORIZONTE;Horizonte Futebol Clube;Ceará;CE;Horizonte;-4.1025;-38.4875;2004-03-27T00:00:00Z;2305233
APARECIDA;Aparecida Esporte Clube;Goiás;GO;Aparecida de Goiânia;-16.8228;-49.2436;1995-01-01T00:00:00Z;5201405
ITABIRITO;Itabirito Futebol Clube;Minas Gerais;MG;Itabirito;-20.2528;-43.8053;2022-05-20T00:00:00Z;3131901
AYMORÉS;Sport Club Aymorés;Minas Gerais;MG;Ubá;-21.1206;-42.9422;1926-05-29T00:00:00Z;3169901
BELENENSE;Belenense Futebol Clube;Pará;PA;Belém;-1.2947;-48.4558;2011-01-01T00:00:00Z;1501408
SANTOS;Santos Futebol Clube;Pará;PA;Moju;-1.8842;-48.7686;2021-01-01T00:00:00Z;1504705
ATLÉTICO PERNAMBUCANO;Clube Atlético Pernambucano;Pernambuco;PE;Carpina;-7.8489;-35.2444;2006-03-03T00:00:00Z;2604106
TERESINA;Teresina Esporte Clube;Piauí;PI;Teresina;-5.0892;-42.8019;2023-01-01T00:00:00Z;2211001
DUQUE CAXIENSE;Duque Caxiense Futebol Clube;Rio de Janeiro;RJ;Duque de Caxias;-22.7856;-43.3117;2017-01-01T00:00:00Z;3301702
BELA VISTA;Bela Vista Futebol Clube;Rio de Janeiro;RJ;São Gonçalo;-22.8269;-43.0539;1977-05-10T00:00:00Z;3304904
PETRÓPOLIS;Petrópolis Futebol Clube;Rio de Janeiro;RJ;Petrópolis;-22.5050;-43.1789;2006-05-12T00:00:00Z;3303906
FUTEBOL COM VIDA;Futebol Com Vida SAF;Rio Grande do Sul;RS;Viamão;-30.0822;-51.0189;2022-01-01T00:00:00Z;4323002
ESPORTIVO;Clube Esportivo Bento Gonçalves;Rio Grande do Sul;RS;Bento Gonçalves;-29.1706;-51.5200;1919-08-28T00:00:00Z;4302105
G.A.S;Grêmio Atlético Sampaio;Roraima;RR;Caracaraí;1.8153;-61.1272;1965-06-11T00:00:00Z;1400209
ATHLETIC CLUB;Athletic Club;Minas Gerais;MG;São João del-Rei;-21.1356;-44.2611;1909-06-27T00:00:00Z;3162500
CDC DA AMAZÔNIA;Centro Recreativo e Detonativo da Amazônia;Amazonas;AM;Novo Airão;-2.6214;-60.9431;2008-01-01T00:00:00Z;1303107
RB DO NORTE;Recreativo Brasileiro do Norte;Amazonas;AM;Manaus;-3.1190;-60.0217;2021-01-01T00:00:00Z;1302603
FLAMENGO DE GUANAMBI;Clube de Regatas do Flamengo;Bahia;BA;Guanambi;-14.2256;-42.7811;2009-09-15T00:00:00Z;2911709
VILA REAL;Vila Real Futebol Clube;Ceará;CE;Fortaleza;-3.7172;-38.5433;2021-01-01T00:00:00Z;2304400
ANJOS DO CÉU;Anjos do Céu Futebol Clube;Ceará;CE;Fortaleza;-3.7172;-38.5433;2017-01-01T00:00:00Z;2304400
FORTE;Forte Rio Bananal Futebol Clube;Espírito Santo;ES;Rio Bananal;-19.2631;-40.3325;2019-01-01T00:00:00Z;3204351
ABECAT OUVIDORENSE;Associação Bem Estar e Cultura de Ouvidor;Goiás;GO;Ouvidor;-18.2367;-47.8389;2007-11-05T00:00:00Z;5215603
SÃO JOSÉ;São José de Ribamar Esporte Clube;Maranhão;MA;São José de Ribamar;-2.5622;-44.0531;1954-01-01T00:00:00Z;2111300
SÃO GABRIEL;Associação Esportiva São Gabriel;Mato Grosso do Sul;MS;São Gabriel do Oeste;-19.3950;-54.5658;2011-01-01T00:00:00Z;5007695
VILLA REAL;Esporte Clube Villa Real;Minas Gerais;MG;Machado;-21.6747;-45.9197;2020-01-01T00:00:00Z;3139003
